title,company,date,location,categories,viewers,text
eShopex es una estafa total,Eshopex,2018-09-02,"Lima,Lima","Productos,Varios",1400," Eshopex es la peor estafa! No entiendo por que los bancos en Peru como BCP los promocionan? Hice dos compras por AMazon y mandé por primera vez por Eshopex, q tremendo error. Me contestaron que eran restringidas y eso nunca me indicaron ni está en su pagina web. Me dijeron que la unica opcion era hacer el tramite yo en Peru en los ministerios respectivos! Se trataba de un set de sombras de ojos! Les dije ok, pero jamas me contestaron como debia hacer el tramite. Otra opcion era que alguien lo recoja de sus depositos de Mismi, cobran 20 dolares por producto! Solo por recoger! Otra opcion era mandarlo a otra direccion en USA, 25 dolares por producto! Y yo tenia dos! No quise dejarles a los estasdores de Eshopex mis cosas! Pagué los 50 dolares a esos estafadores para que mandaran mis cosas a otra direccion en USA a casa de un amigo. Y todo esto con unos 100 correos de por medio. No contestan y cuando contestan no te responden lo que preguntas. Todo esta preparado para la estafa! En Lima jamas te contestan los telefonos! Es lo peor! NO LO USEN!!"
"GlobalNet, retiro 20 soles y cobran 10 soles de comisión",GlobalNet,2018-01-18,"Lima,Lima","Dinero y Finanzas,Bancos",1025," Bueno, realice un retiro de 150 soles y de 20 soles mediante un cajero GlobalNet, y me por cada retiro se cobro 10 soles por comisión. Esto me parece un chiste que tanto cobre de comisión por cada retiro espero que mas se sumen a este problema y abuso de las entidades financieras o bancos."
FedEx no tiene cobertura,FedEx,2017-12-12,"Trujillo,La Libertad","Servicios,Mensajería, Paquetería y Envíos",2634," Si eres de perù y piensas comprar por internet pide que te lo envien por dhl o ems, FedEx es un asco, no tiene cobertura y terceriza su servicio con scharff . Estos ultimos te inflan los costos y te cobran aun mas que el pago del envio . Pedi un celular y los costos inflados de ""operacion"" y ""administrativos"" de la empresa son aun mayores que el costo de shipping/envio . Es decir mas cuesta traer el paquete desde otro contienente. No estoy hablando de los impuestos de aduanas los cuales si son requisito, si no de gastos ""adicionales"" que este tercerizado de FedEx ( scharff ) te cobra. Para colmo tienen un mal trato demoran en responder y todo esto para cobrarte ""almacenaje"" cuando ellos nunca tienen el paquete, este siempre lo tiene aduanas. no pidan por FedEx no tienen cobertura en peru y les saldra muchisimo mas CARO"
Grupo de Capacitación Pública no pagan,Grupo de Capacitación Pública,2017-08-12,"Lima,Lima","Educación y Formación,Cursos",811," Grupo de Capacitación Pública o ebscapacita no paga comisiones ni horas extras. supuestamente dependiendo de la cantidad de participantes puedes ganar tu basico mas comisiones, pero no te dicen cuanto es la comision ni tampoco que cantidad de participantes a sus cursos debe haber para poder comisionar. eso pasa porque esta inscrito en remype (osea suponen de que si dices que aceptas trabajar con ellos tu solita debes averiguar cual es su regimen tributario porque ellos no dan ningun contrato de trabajo que especifique que no te pagaran comisiones, ni que tampoco te pagaran las horas extras porque los cursos son en la noche, y ni que decir de las grati pues el remype no da grati pero eso no te lo dicen). es mas hay que rogar que lleguen muchos participantes porque si ellos no cubren sus gastos pues no te daran tu sueldo o salario hasta que obtengan ganancias (asi que mejor aseguren les paguen su trabajo a traves de la exigencia de un contrato porque sino tendran que rogarles le paguen lo que ya trabajaron, dado que es su palabra contra la suya el hecho de que si trabajaron). asi que si aceptan trabajar en Grupo de Capacitación Pública o ebscapacita estan advertidos."
Una Estafa Total,Estafa Total,2017-12-11,"Lima,Lima","Tiendas y Comercio,Almacenes",1095," Estos hdp trabajan con tu dinero y en muchos casos no reembolsan el dinero, compre variis productos en agosto y la fecha maxima de entrega era noviembre y diciembre, el primer producto nunca llego y desde ese momento desconfie pero ya habia realizado otras compras, el segubdo producto tampoco llego, y ya transcurrieron 4 meses desde que realice la compra, si esta gente trabaja a nivel mundial se imaginan cuanto dinero recaudan y transcurren cuatro meses trabajando con dinero ajeno y luego simplemente te dicen que te reembolsaran y en la mayoria de casos pierdes tu dinero, no caigan en esta estafa, por mas que los precios son atractivos"
"Biotrim Labs, no llega mi producto que compré",Biotrim Labs,2017-10-26,"Tarapoto,San Martín","Productos,Alimentos y Bebidas",1564," el 24 de julio del 2017 compré 6 frascos de testo ulta en Biotrim Labs y hasta hoy no me lo enviaron, hice varios correos y me respondieron diciendo que me lo enviarían cosa que hasta la fecha nada. una noche conversé con una señorita por el chat in live y me pidió mis datos, se las pasé y me envió un numero de envío para reclamar en el correo, fi al correo y no estaba el producto y el código no coincide con los que habitualmente llegan, en tal sentido necesito que por favor me informe que es lo que pasa, yo tengo todos los datos de ustedes y si no me solucionan este problema tomaré medidas radicales. gracias."
Coolbox nunca me devolvieron mi nota de crédito,Coolbox,2017-10-16,"Lima,Lima","Tiendas y Comercio,Electrónica Cómputo Juegos",1224," Que pésimo servicio de atención al cliente tiene Coolbox. El 24 de Julio de 2017 me emitieron una factura con datos errados, luego de dos horas de discutir con el empleado, la solución fue generar una nota de crédito por un monto determinado. Le indiqué claramente al vendedor que la devolución debería ser abonada a mi número de cuenta. Luego de casi tres meses, de no realizar el depósito me indican que hay un cheque a nombre de mi empresa esperando en la tienda. No sólo no tuvieron el cuidado de llamarme para indicar eso, si no que ahora no puedo cobrar la nota de crédito, debido a que el cheque está a nombre de mi empresa.eval(ez_write_tag([[300,250],'apestan_com-medrectangle-4','ezslot_1',124,'0','0'])); Doble error, que denota que su servicio al cliente es de la peor calidad."
Hospital EsSalud Angamos mal servicio,Hospital EsSalud Angamos,2017-08-28,"Miraflores,Lima","Salud,Hospitales y Clínicas",1278," El viernes 25 de agosto del 2017, mi padre fue operado en el Hospital EsSalud Angamos. Mi madre que estuvo todo el día desde las 6 am hasta las 8 pm no tuvo información de ningún personal del Hospital EsSalud Angamos sobre el estado de mi padre. Yo llegue a las 8 pm y tuve que reclamar sobre la situación, recién m la dieron. Pasaron a una habitación del 8vo piso a mi padre, y la licenciada solicito de manera urgente comprar cierto medicamento para evitar que pujara mi padre y no se abriera el corte que la habían hecho. Trate de subir a llevar ese medicamento y las personas de seguridad del primer piso (una mujer y dos hombres) impidieron que subiera, a pesar que les explique la necesidad de subir el medicamento, les pedí que lo subieran ellos en todo caso; pero no quisieron hacer ni una ni otra cosa. La mujer de seguridad llamo a la licenciada del octavo piso y prácticamente la amenazo si yo subía. Colgó el teléfono y me dijo que la licenciada había dicho que mañana lo trajera, que ya no era necesario ese día. Me causo sorpresa pues unos minutos antes la misma licenciada había indicado que era urgente y ahora ya no le importaba. Prácticamente rogué a las personas de seguridad que subieran el medicamento pero a ellos no les importo, se molestaron, levantaron la voz, les dije que si le pasaba algo a mi padre será responsabilidad de ellos, pues yo escuche como amenazaron a la licenciada para no llevar el medicamento en ese momento, y se molestaron aún más. Fueron prepotentes, malcriados, no tienen ninguna compasión al paciente, no se ponen en los zapatos del asegurado. Me parece increíble el atropello que hemos sufrido, por su burocracia no les interesa la vida de las personas o el dolor que puedan tener. Parecen robots.eval(ez_write_tag([[300,250],'apestan_com-medrectangle-4','ezslot_2',124,'0','0'])); ¿Qué ha pasado con los funcionarios públicos? no hay piedad, no hay empatía, no valoran la vida humana, ni el dolor ajeno. ¿Es justo que sigan trabajando ese tipo de personas? ¿Y les paguemos nosotros con nuestros impuestos?¿ Acaso no hay criterio propio en los funciones? que se supone dan servicios. Por favor señores, despierten! Que clase de gente tenemos en los hospitales. Es hora de barrer toda esa gente que no tiene cualidad de servicio, hay muchas personas sin trabajo que son mejores. Debería haber calificación por atención de pate de los clientes o asegurados, para que de esa dependa la permanencia de un funcionario publico. Pienso que en mi caso lo justo es que despidan a esas 3 personas de seguridad que estuvo de turno ese día 25 de agosto a las 10 pm; además de la licenciada de enfermeras del octavo piso, que también estuvo de turno esa noche, pues fue manejada por este personal de seguridad: ya que dió mas importancia a su burocracia sobre la vida y bienestar de mi padre. Autoridades, cabezas de estas instituciones estamos cansados de tanto atropello y la falta de empatía que tienen con los asegurados. Renueven toda su gente, con gente que realmente quiera trabajar. ¿Acaso seguirán ocurriendo las muertes por ésta falta de atención? ¿Hasta cuando los paciente seguirán muriendo? y ustedes sin hacer nada, cuando tiene la respuesta en sus manos."
Urbanizadora Los Portales son estafadores,Los Portales,2017-08-17,"Distrito de Carabayllo,Lima","Servicios,Constructoras, Inmobiliarias y Bienes Raíces",2451," Cuidado con la Urbanizadora Los Portales, son estafadores, tan pronto como hablen con uno de sus vendedores de lotes de terreno, estos trataran de venderles alguno con todas las facilidades posibles, luego comienzan los problemas, como por ejemplo que el terreno esta construido en terreno no apto para la construcción, como sucedió en Carabayllo, donde el rio se llevo varios terrenos por el fenómeno del ñiño costero, los mismo sucedió con terrenos en Sol de Huampani, también varios terrenos se los llevo el Huayco el verano de 2017. Cuidado con estos estafadores y matones. Una recomendación. Averiguen antes de comprar, pregunten a amigos y vecinos, den algunas vueltas cerca del terreno que quieran comprar, por ultimo busquen en Google y se darán cuenta que son traficantes de terrenos de cuello y corbata, suerte a todos."
"Aeroméxico, la peor aerolínea del mundo",Aeroméxico,2017-07-31,"Lima,Lima","Transporte,Aereolíneas",1475," Hay tanto que decir del mal servicio de Aeromexico  pero, lo peor es que ayer nos embarcamos de Chicago a Lima - con escala en México - y al llegar a la escala, nos dimos con la sorpresa de que no había llegado una de nuestras maletas. Reclamamos, nos dieron un papel y nadie nos da la cara. Estamos realmente molestos! Y no sabemos qué sucederá con nuestro equipaje perdido. La verdad es que no los recomendamos como aerolínea!"
Movistar apesta para jugar,Movistar,2017-07-20,"Lima,Lima","Telecomunicaciones & IT,Telefonía móvil",3409," Quiero jugar, he contratado un servicio de 16 MB y ""supuestamente"" me sale que los tengo pero entro a mi juego y no me carga nada y me dice que no tengo internet. Movistar es muy malo no puedo ver ni Youtube, pero espero que lo arreglen o me cambio a otro operador! Movistar apesta para Gaming. Recomiendo Claro "
"Deficiencia, mediocridad y estafa de Funiber",FUNIBER,2017-07-07,"Trujillo,La Libertad","Educación y Formación,Cursos",7187," La peor decisión fue pagar para llevar una maestria en FUNIBER, el nivel es pésimo, la dzique enseñanza es mediocre y de bajísmimo nivel. Les recomiendo llevar mil veces con cualquier institución menos con FUNIBER y diez mil veces mejor llevar la maestria de manera presencial. Son estafadores, cobran por todo y les encanta dilatar los tiempos para hacerte pagar. Sus dizque coordinadores no saben nada de nada y son mediocre y cero a la izquierda. Es una basura, no comentan el error de meterse en FUNIBER por favor. En mi caso, aunque ya habia pagado, quise al menos obtener el certificado, pero me han dilatado tanto con observaciones absurdas, con procedimientos que aparecen de un momento a otro, tod es tan pésimo que me da náuseas escribir esto.eval(ez_write_tag([[300,250],'apestan_com-medrectangle-4','ezslot_3',124,'0','0'])); D.V."
